model,step,best_val_loss,mode,anchor,prompt,horizon,gt_nll,gt_top1,valid_word_ratio,malformed_word_ratio
Glyph v2 20k,20000,2.3610776904970407,greedy,val_anchor_6,"sin of the countess’, a man with",250,4.599803924560547,0,1.0,0.0
Glyph v2 20k,20000,2.3610776904970407,greedy,val_anchor_6,"sin of the countess’, a man with",500,6.888420104980469,0,1.0,0.0
Glyph v2 20k,20000,2.3610776904970407,greedy,val_anchor_7,(the family solicitor) “and he s,0,1.7801800966262817,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,greedy,val_anchor_7,(the family solicitor) “and he s,10,4.585371971130371,0,1.0,0.0
Glyph v2 20k,20000,2.3610776904970407,greedy,val_anchor_7,(the family solicitor) “and he s,25,6.301196098327637,0,1.0,0.0
Glyph v2 20k,20000,2.3610776904970407,greedy,val_anchor_7,(the family solicitor) “and he s,50,4.382819175720215,0,1.0,0.0
Glyph v2 20k,20000,2.3610776904970407,greedy,val_anchor_7,(the family solicitor) “and he s,100,3.7936458587646484,0,1.0,0.0
Glyph v2 20k,20000,2.3610776904970407,greedy,val_anchor_7,(the family solicitor) “and he s,250,5.544121742248535,0,1.0,0.0
Glyph v2 20k,20000,2.3610776904970407,greedy,val_anchor_7,(the family solicitor) “and he s,500,2.2168984413146973,0,1.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_1,"       *       *

_later._--dr. ",0,5.743218898773193,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_1,"       *       *

_later._--dr. ",10,5.355544090270996,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_1,"       *       *

_later._--dr. ",25,3.431140184402466,0,0.3333333333333333,0.6666666666666667
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_1,"       *       *

_later._--dr. ",50,4.8046674728393555,0,0.625,0.375
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_1,"       *       *

_later._--dr. ",100,3.8971176147460938,0,0.47368421052631576,0.5263157894736843
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_1,"       *       *

_later._--dr. ",250,5.633492469787598,0,0.5789473684210527,0.42105263157894735
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_1,"       *       *

_later._--dr. ",500,0.7263733148574829,1,0.5412844036697247,0.45871559633027525
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_2,"accept these as
proofs of so wil",0,2.271493911743164,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_2,"accept these as
proofs of so wil",10,2.3824756145477295,0,0.6666666666666666,0.33333333333333337
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_2,"accept these as
proofs of so wil",25,3.038893461227417,0,0.5714285714285714,0.4285714285714286
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_2,"accept these as
proofs of so wil",50,3.208988666534424,0,0.3333333333333333,0.6666666666666667
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_2,"accept these as
proofs of so wil",100,4.6077494621276855,0,0.4583333333333333,0.5416666666666667
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_2,"accept these as
proofs of so wil",250,2.659653663635254,0,0.6129032258064516,0.3870967741935484
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_2,"accept these as
proofs of so wil",500,0.9130665063858032,1,0.5299145299145299,0.4700854700854701
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_3,uty. everyone brightened at the ,0,2.583617925643921,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_3,uty. everyone brightened at the ,10,6.37574577331543,0,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_3,uty. everyone brightened at the ,25,3.1677019596099854,0,0.6,0.4
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_3,uty. everyone brightened at the ,50,6.016539573669434,0,0.6,0.4
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_3,uty. everyone brightened at the ,100,2.018671989440918,1,0.47368421052631576,0.5263157894736843
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_3,uty. everyone brightened at the ,250,0.7278991341590881,1,0.47058823529411764,0.5294117647058824
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_3,uty. everyone brightened at the ,500,2.5526552200317383,0,0.49038461538461536,0.5096153846153846
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_4, with your husband. i can’t unde,0,2.317318916320801,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_4, with your husband. i can’t unde,10,2.5420680046081543,0,0.6666666666666666,0.33333333333333337
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_4, with your husband. i can’t unde,25,6.030453681945801,0,0.3333333333333333,0.6666666666666667
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_4, with your husband. i can’t unde,50,4.92564582824707,0,0.6153846153846154,0.3846153846153846
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_4, with your husband. i can’t unde,100,2.316014289855957,0,0.5416666666666666,0.45833333333333337
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_4, with your husband. i can’t unde,250,5.945186614990234,0,0.5454545454545454,0.4545454545454546
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_4, with your husband. i can’t unde,500,4.359109401702881,0,0.49074074074074076,0.5092592592592593
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_5, from an ensign and became emper,0,3.096998691558838,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_5, from an ensign and became emper,10,5.921757221221924,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_5, from an ensign and became emper,25,5.956031799316406,0,0.4,0.6
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_5, from an ensign and became emper,50,3.6275691986083984,0,0.6666666666666666,0.33333333333333337
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_5, from an ensign and became emper,100,4.576827049255371,0,0.5454545454545454,0.4545454545454546
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_5, from an ensign and became emper,250,7.850869655609131,0,0.41509433962264153,0.5849056603773585
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_5, from an ensign and became emper,500,6.499788284301758,0,0.44954128440366975,0.5504587155963303
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_6,"sin of the countess’, a man with",0,0.76985764503479,1,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_6,"sin of the countess’, a man with",10,4.037714004516602,0,1.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_6,"sin of the countess’, a man with",25,0.9820759296417236,1,0.8333333333333334,0.16666666666666663
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_6,"sin of the countess’, a man with",50,6.493959426879883,0,0.75,0.25
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_6,"sin of the countess’, a man with",100,4.060281753540039,0,0.5454545454545454,0.4545454545454546
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_6,"sin of the countess’, a man with",250,2.7187514305114746,0,0.48148148148148145,0.5185185185185186
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_6,"sin of the countess’, a man with",500,4.1418585777282715,0,0.48623853211009177,0.5137614678899083
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_7,(the family solicitor) “and he s,0,1.7801800966262817,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_7,(the family solicitor) “and he s,10,6.103404521942139,0,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_7,(the family solicitor) “and he s,25,5.94202995300293,0,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_7,(the family solicitor) “and he s,50,6.274907112121582,0,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_7,(the family solicitor) “and he s,100,3.0553336143493652,0,0.45454545454545453,0.5454545454545454
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_7,(the family solicitor) “and he s,250,3.3629143238067627,0,0.5357142857142857,0.4642857142857143
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.7,val_anchor_7,(the family solicitor) “and he s,500,0.4366782605648041,1,0.4954128440366973,0.5045871559633027
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_1,"       *       *

_later._--dr. ",0,5.743218898773193,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_1,"       *       *

_later._--dr. ",10,5.793128490447998,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_1,"       *       *

_later._--dr. ",25,1.476336121559143,1,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_1,"       *       *

_later._--dr. ",50,5.239072799682617,0,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_1,"       *       *

_later._--dr. ",100,2.368598699569702,0,0.4,0.6
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_1,"       *       *

_later._--dr. ",250,6.289252758026123,0,0.45652173913043476,0.5434782608695652
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_1,"       *       *

_later._--dr. ",500,4.545662879943848,0,0.42391304347826086,0.5760869565217391
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_2,"accept these as
proofs of so wil",0,2.271493911743164,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_2,"accept these as
proofs of so wil",10,5.779881477355957,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_2,"accept these as
proofs of so wil",25,7.100003242492676,0,0.16666666666666666,0.8333333333333334
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_2,"accept these as
proofs of so wil",50,7.912217617034912,0,0.1,0.9
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_2,"accept these as
proofs of so wil",100,1.207000970840454,1,0.2222222222222222,0.7777777777777778
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_2,"accept these as
proofs of so wil",250,3.0742135047912598,0,0.3333333333333333,0.6666666666666667
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_2,"accept these as
proofs of so wil",500,4.409598350524902,0,0.3673469387755102,0.6326530612244898
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_3,uty. everyone brightened at the ,0,2.583617925643921,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_3,uty. everyone brightened at the ,10,5.998582363128662,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_3,uty. everyone brightened at the ,25,2.503467559814453,0,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_3,uty. everyone brightened at the ,50,5.565946578979492,0,0.36363636363636365,0.6363636363636364
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_3,uty. everyone brightened at the ,100,1.5637309551239014,1,0.45,0.55
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_3,uty. everyone brightened at the ,250,1.6971482038497925,0,0.42857142857142855,0.5714285714285714
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_3,uty. everyone brightened at the ,500,2.805708885192871,0,0.39361702127659576,0.6063829787234043
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_4, with your husband. i can’t unde,0,2.317318916320801,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_4, with your husband. i can’t unde,10,2.5420680046081543,0,0.6666666666666666,0.33333333333333337
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_4, with your husband. i can’t unde,25,5.339711666107178,0,0.25,0.75
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_4, with your husband. i can’t unde,50,3.793915271759033,0,0.2222222222222222,0.7777777777777778
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_4, with your husband. i can’t unde,100,3.9257540702819824,0,0.42105263157894735,0.5789473684210527
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_4, with your husband. i can’t unde,250,4.565075874328613,0,0.40816326530612246,0.5918367346938775
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_4, with your husband. i can’t unde,500,5.38572883605957,0,0.2978723404255319,0.7021276595744681
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_5, from an ensign and became emper,0,3.096998691558838,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_5, from an ensign and became emper,10,6.121636867523193,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_5, from an ensign and became emper,25,6.242046356201172,0,0.25,0.75
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_5, from an ensign and became emper,50,3.7210307121276855,0,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_5, from an ensign and became emper,100,4.286272048950195,0,0.42105263157894735,0.5789473684210527
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_5, from an ensign and became emper,250,4.350083827972412,0,0.3695652173913043,0.6304347826086957
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_5, from an ensign and became emper,500,6.069443225860596,0,0.358695652173913,0.6413043478260869
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_6,"sin of the countess’, a man with",0,0.76985764503479,1,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_6,"sin of the countess’, a man with",10,4.037714004516602,0,1.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_6,"sin of the countess’, a man with",25,6.52663516998291,0,0.6666666666666666,0.33333333333333337
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_6,"sin of the countess’, a man with",50,6.4013590812683105,0,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_6,"sin of the countess’, a man with",100,1.2838380336761475,1,0.5238095238095238,0.47619047619047616
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_6,"sin of the countess’, a man with",250,2.5840420722961426,0,0.36538461538461536,0.6346153846153846
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_6,"sin of the countess’, a man with",500,5.135610103607178,0,0.3333333333333333,0.6666666666666667
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_7,(the family solicitor) “and he s,0,1.7801800966262817,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_7,(the family solicitor) “and he s,10,5.398224353790283,0,0.6666666666666666,0.33333333333333337
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_7,(the family solicitor) “and he s,25,5.851309776306152,0,0.6666666666666666,0.33333333333333337
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_7,(the family solicitor) “and he s,50,1.8890479803085327,1,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_7,(the family solicitor) “and he s,100,5.930636405944824,0,0.3888888888888889,0.6111111111111112
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_7,(the family solicitor) “and he s,250,3.7416110038757324,0,0.5098039215686274,0.4901960784313726
Glyph v2 20k,20000,2.3610776904970407,topk20_t0.9,val_anchor_7,(the family solicitor) “and he s,500,5.367161750793457,0,0.4148936170212766,0.5851063829787234
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_1,"       *       *

_later._--dr. ",0,5.743218898773193,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_1,"       *       *

_later._--dr. ",10,5.793128490447998,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_1,"       *       *

_later._--dr. ",25,1.476336121559143,1,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_1,"       *       *

_later._--dr. ",50,3.6072323322296143,0,0.4444444444444444,0.5555555555555556
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_1,"       *       *

_later._--dr. ",100,2.3405935764312744,0,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_1,"       *       *

_later._--dr. ",250,3.0287084579467773,0,0.30434782608695654,0.6956521739130435
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_1,"       *       *

_later._--dr. ",500,5.14774751663208,0,0.32978723404255317,0.6702127659574468
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_2,"accept these as
proofs of so wil",0,2.271493911743164,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_2,"accept these as
proofs of so wil",10,4.758066177368164,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_2,"accept these as
proofs of so wil",25,7.083052635192871,0,0.4,0.6
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_2,"accept these as
proofs of so wil",50,6.573012828826904,0,0.6363636363636364,0.36363636363636365
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_2,"accept these as
proofs of so wil",100,1.3958266973495483,1,0.5,0.5
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_2,"accept these as
proofs of so wil",250,3.5702805519104004,0,0.4375,0.5625
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_2,"accept these as
proofs of so wil",500,4.822016716003418,0,0.3684210526315789,0.631578947368421
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_3,uty. everyone brightened at the ,0,2.583617925643921,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_3,uty. everyone brightened at the ,10,5.998582363128662,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_3,uty. everyone brightened at the ,25,2.799198627471924,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_3,uty. everyone brightened at the ,50,3.043151617050171,0,0.2222222222222222,0.7777777777777778
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_3,uty. everyone brightened at the ,100,1.6367425918579102,1,0.2222222222222222,0.7777777777777778
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_3,uty. everyone brightened at the ,250,1.4497301578521729,1,0.2619047619047619,0.7380952380952381
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_3,uty. everyone brightened at the ,500,2.877894401550293,0,0.23529411764705882,0.7647058823529411
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_4, with your husband. i can’t unde,0,2.317318916320801,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_4, with your husband. i can’t unde,10,2.5420680046081543,0,0.6666666666666666,0.33333333333333337
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_4, with your husband. i can’t unde,25,2.821444034576416,0,0.2,0.8
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_4, with your husband. i can’t unde,50,1.6761853694915771,0,0.6,0.4
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_4, with your husband. i can’t unde,100,2.200303077697754,0,0.55,0.44999999999999996
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_4, with your husband. i can’t unde,250,6.892831802368164,0,0.44680851063829785,0.5531914893617021
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_4, with your husband. i can’t unde,500,5.181865692138672,0,0.37362637362637363,0.6263736263736264
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_5, from an ensign and became emper,0,3.096998691558838,0,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_5, from an ensign and became emper,10,5.587409496307373,0,0.0,1.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_5, from an ensign and became emper,25,6.0273919105529785,0,0.2,0.8
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_5, from an ensign and became emper,50,3.696706533432007,0,0.45454545454545453,0.5454545454545454
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_5, from an ensign and became emper,100,3.328178882598877,0,0.2631578947368421,0.736842105263158
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_5, from an ensign and became emper,250,6.102734565734863,0,0.26666666666666666,0.7333333333333334
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_5, from an ensign and became emper,500,2.349137306213379,0,0.25274725274725274,0.7472527472527473
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_6,"sin of the countess’, a man with",0,0.76985764503479,1,0.0,0.0
Glyph v2 20k,20000,2.3610776904970407,topk20_t1.0,val_anchor_6,"sin of the countess’, a man with",10,4.037714004516602,0,1.0,0.0
